model,trained_on,tasks_acc,avg_acc,auc,aoc
vcl_class_balanced_200,5,"[1.0, 0.7025367156208278, 0.4918558077436582, 0.9060080106809079, 0.811214953271028]",0.7823230974632844,,
vcl_ewc_class_balanced_200,1,[1.0],1.0,,
vcl_ewc_class_balanced_200,2,"[1.0, 0.7321762349799733]",0.8660881174899866,,
vcl_ewc_class_balanced_200,3,"[1.0, 0.7345794392523365, 0.5230974632843792]",0.7525589675122385,,
vcl_ewc_class_balanced_200,4,"[1.0, 0.7361815754339118, 0.52283044058745, 0.8777036048064085]",0.7841789052069426,,
vcl_ewc_class_balanced_200,5,"[1.0, 0.7383177570093458, 0.52630173564753, 0.8827770360480641, 0.7893190921228305]",0.7873431241655541,,
coreset_only_class_balanced_200,1,[0.9765082754938601],0.97650827549386,,
coreset_only_class_balanced_200,2,"[0.9562199679658302, 0.9369826435246996]",0.9466013057452648,,
coreset_only_class_balanced_200,3,"[0.4997330485851575, 0.82456608811749, 0.9214953271028037]",0.748598154601817,,
coreset_only_class_balanced_200,4,"[0.5002669514148425, 0.5714285714285714, 0.9393858477970628, 0.9260347129506008]",0.7342790208977694,,
coreset_only_class_balanced_200,5,"[0.5, 0.9017356475300401, 0.7388518024032042, 0.6568758344459279, 0.9238985313751669]",0.7442723631508679,,
vcl_ewc_new,1,[1.0],1.0,,
vcl_ewc_new,2,"[1.0, 0.8037383177570093]",0.9018691588785046,,
vcl_ewc_new,3,"[1.0, 0.8026702269692924, 0.9287049399198932]",0.910458388963062,,
vcl_ewc_new,4,"[1.0, 0.8024032042723631, 0.9281708945260347, 0.8801068090787717]",0.9026702269692924,,
vcl_ewc_new,5,"[1.0, 0.8034712950600801, 0.9287049399198932, 0.8841121495327103, 0.9260347129506008]",0.9084646194926568,,
vcl_ewc_random_200_new,1,[1.0],1.0,,
vcl_ewc_k-center_200_new,1,[1.0],1.0,,
vcl_ewc_k-center_200_new,2,"[1.0, 0.7481975967957276]",0.8740987983978639,,
vcl_ewc_k-center_200_new,3,"[1.0, 0.7473965287049399, 0.4606141522029373]",0.7360035603026258,,
vcl_ewc_k-center_200_new,4,"[1.0, 0.7524699599465955, 0.455807743658211, 0.9124165554072096]",0.780173564753004,,
vcl_ewc_k-center_200_new,5,"[1.0, 0.753004005340454, 0.4606141522029373, 0.914018691588785, 0.8750333778371161]",0.8005340453938585,,
